,Profit
3904,42.588
3905,-51.612
3906,25.2
3907,54.0
3908,9.03
3909,55.74
3910,-64.71
3911,-36.2136
3912,0.72
3913,169.68
3914,-12.148
3915,95.1888
3916,176.515
3917,27.06
3918,-0.064
3919,114.69
3920,5.2884
3921,3.363
3922,94.08
3923,3.052
3924,15.12
3925,10.36
3926,8.568
3927,-1.876
3928,21.15
3929,142.155
3930,13.4372
3931,22.48
3932,11.68
3933,-1.952
3934,6.9864
3935,-0.63
3936,-131.445
3937,2.52
3938,81.432
3939,3.57
3940,69.6
3941,-7.36
3942,16.56
3943,13.92
3944,2.9889
3945,67.5
3946,88.074
3947,6.0
3948,0.48
3949,3.633
3950,2.85
3951,63.135
3952,-22.704
3953,4.4
3954,-25.452
3955,-241.176
3956,31.56
3957,18.0375
3958,-80.514
3959,14.04
3960,2.142
3961,2.7045
3962,-5.58
3963,13.846
3964,-23.548
3965,10.26
3966,-319.464
3967,3.18
3968,-4.62
3969,80.343
3970,4.77
3971,-1.197
3972,11.895
3973,97.44
3974,7.0
3975,6.132
3976,55.44
3977,585.552
3978,-48.168
3979,0.6696
3980,3.8048
3981,-45.48
3982,11.97
3983,91.3248
3984,328.23
3985,30.786
3986,9.7164
3987,8.16
3988,43.65
3989,0.5244
3990,41.3
3991,1.89
3992,-0.564
3993,13.68
3994,84.28
3995,4.34
3996,14.66
3997,-0.9933
3998,18.504
3999,36.66
4000,108.57
4001,10.8248
4002,-1.12
4003,70.98
4004,56.568
4005,194.85
4006,1.9926
4007,10.5
4008,-32.5584
4009,58.179
4010,-24.63
4011,-30.675
4012,0.24
4013,31.8
4014,55.32
4015,-20.7
4016,52.83
4017,-0.8595
4018,13.5
4019,13.59
4020,18.9
4021,2.584
4022,4.008
4023,26.649
4024,100.425
4025,1.34
4026,-264.215
4027,45.0016
4028,217.44
4029,39.32
4030,57.5928
4031,110.91
4032,67.992
4033,93.72
4034,138.87
4035,5.22
4036,-19.38
4037,1.6896
4038,7.008
4039,194.94
4040,-49.248
4041,33.84
4042,8.82
4043,46.8
4044,-72.0144
4045,0.36
4046,1.08
4047,-11.5425
4048,7.2
4049,-7.0065
4050,25.92
4051,5.5216
4052,39.66
4053,-6.231
4054,-4.5824
4055,608.55
4056,27.36
4057,6.6
4058,6.3135
4059,29.97
4060,32.76
4061,-0.564
4062,2.8296
4063,96.3
4064,25.92
4065,229.268
4066,133.6
4067,4.1
4068,24.9
4069,-137.268
4070,17.22
4071,-70.575
4072,-11.865
4073,-6.3882
4074,23.028
4075,57.0
4076,-25.116
4077,5.4
4078,-260.964
4079,21.84
4080,27.72
4081,-3.504
4082,4.0
4083,9.312
4084,23.9904
4085,19.968
4086,24.78
4087,-36.828
4088,34.56
4089,-37.59
4090,4.47
4091,40.5
4092,59.52
4093,0.27
4094,20.7
4095,2.58
4096,22.89
4097,28.08
4098,13.62
4099,26.565
4100,-20.466
4101,-8.22
4102,46.08
4103,9.03
4104,24.84
4105,14.67
4106,22.02
4107,-2.304
4108,128.592
4109,32.64
4110,8.262
4111,14.28
4112,17.46
4113,23.4
4114,48.6
4115,36.15
4116,-56.88
4117,-168.86
4118,-77.56
4119,16.92
4120,1.26
4121,24.894
4122,11.113
4123,36.81
4124,7.29
4125,33.936
4126,3.2352
4127,58.8
4128,0.99
4129,0.0
4130,0.268
4131,117.615
4132,-12.522
4133,-40.776
4134,7.92
4135,-190.134
4136,2.82
4137,-192.096
4138,14.4
4139,20.6016
4140,2.76
4141,-1.578
4142,30.0
4143,74.975
4144,92.88
4145,43.2
4146,-0.105
4147,11.907
4148,-11.196
4149,5.4
4150,-29.94
4151,15.998
4152,13.92
4153,3.4944
4154,-2.1756
4155,-2.508
4156,0.0
4157,11.732
4158,-0.063
4159,25.7488
4160,12.24
4161,-138.69
4162,-45.048
4163,0.0
4164,1.152
4165,-15.852
4166,19.8
4167,2.245
4168,19.56
4169,13.398
4170,8.13
4171,48.213
4172,6.462
4173,7.2
4174,239.996
4175,181.74
4176,11.7782
4177,-119.925
4178,12.348
4179,20.16
4180,150.39
4181,79.692
4182,26.55
4183,41.232
4184,0.0
4185,0.0
4186,45.456
4187,3.52
4188,6.96
4189,10.518
4190,2.46
4191,-127.308
4192,149.76
4193,52.08
4194,35.8644
4195,2.0049
4196,12.0
4197,38.3508
4198,37.08
4199,413.25
4200,0.24
4201,320.715
4202,-10.668
4203,4.02
4204,101.64
4205,66.15
4206,-10.23
4207,30.36
4208,2.37
4209,2.184
4210,-24.6
4211,-0.819
4212,268.804
4213,7.56
4214,0.0
4215,19.674
4216,9.12
4217,292.8
4218,22.71
4219,-52.248
4220,136.2
4221,-11.88
4222,11.88
4223,69.3
4224,-37.936
4225,327.592
4226,-3.816
4227,31.4
4228,-16.776
4229,12.2
4230,43.1991
4231,-875.592
4232,9.8901
4233,-376.335
4234,23.64
4235,-18.528
4236,157.488
4237,0.84
4238,-26.232
4239,-165.24
4240,86.31
4241,-0.03
4242,6.12
4243,43.956
4244,1.42
4245,25.56
4246,117.9
4247,23.59
4248,4.56
4249,-30.105
4250,0.7152
4251,3.24
4252,102.42
4253,-9.57
4254,1.0346
4255,-63.168
4256,-27.456
4257,1.7901
4258,5.43
4259,-17.49
4260,169.74
4261,32.28
4262,3.71
4263,15.48
4264,-162.3
4265,12.84
4266,2.9145
4267,7.4985
4268,70.08
4269,163.818
4270,16.96
4271,152.7
4272,35.73
4273,11.82
4274,126.63
4275,4.7976
4276,-32.516
4277,-4.86
4278,-4.352
4279,-5.655
4280,38.025
4281,2.52
4282,-0.045
4283,-173.598
4284,-98.964
4285,-58.38
4286,1.86
4287,32.58
4288,34.14
4289,-263.4
4290,-20.1663
4291,-7.38
4292,2.94
4293,2.0748
4294,2.06
4295,6.8724
4296,8.61
4297,2.82
4298,58.08
4299,13.572
4300,-9.456
4301,41.22
4302,-16.9947
4303,8.49
4304,0.27
4305,7.08
4306,63.33
4307,-1.484
4308,375.43
4309,-0.648
4310,923.37
4311,26.16
4312,-2.73
4313,11.85
4314,15.45
4315,207.886
4316,2239.99
4317,87.84
4318,27.765
4319,139.32
4320,16.8
4321,14.4096
4322,-95.2
4323,286.731
4324,12.3
4325,6.6
4326,29.85
4327,4.11
4328,-24.324
4329,-88.92
4330,15.42
4331,4.1944
4332,-210.966
4333,34.2
4334,-53.775
4335,39.36
4336,426.58
4337,23.52
4338,0.72
4339,-3.692
4340,17.94
4341,9.072
4342,2.7
4343,19.1976
4344,129.384
4345,-825.3
4346,72.6
4347,18.6624
4348,10.5
4349,42.06
4350,-5.448
4351,0.99
4352,20.24
4353,1.24
4354,226.2
4355,59.43
4356,-9.6
4357,37.9431
4358,7.428
4359,0.0
4360,13.32
4361,18.7344
4362,-29.5776
4363,-32.04
4364,6.18
4365,-1.9656
4366,13.02
4367,-165.072
4368,6.48
4369,24.96
4370,-1.395
4371,-318.2
4372,117.432
4373,4.23
4374,-131.951
4375,23.37
4376,18.45
4377,62.1474
4378,-169.344
4379,-133.668
4380,43.857
4381,3.08
4382,582.232
4383,-25.872
4384,78.03
4385,79.8
4386,179.7
4387,4.08
4388,1.2
4389,57.456
4390,42.66
4391,13.8528
4392,-2.604
4393,29.692
4394,337.26
4395,79.74
4396,-167.27
4397,42.6
4398,40.92
4399,9.96
4400,239.94
4401,28.404
4402,11.52
4403,16.296
4404,7.764
4405,27.12
4406,-64.716
4407,26.1
4408,-44.766
4409,359.999
4410,152.023
4411,0.66
4412,137.07
4413,8.91
4414,10.74
4415,4.92
4416,-0.632
4417,4.728
4418,3.4276
4419,12.0
4420,-69.336
4421,12.424
4422,-0.6435
4423,2.37
4424,36.0
4425,-35.8614
4426,13.8
4427,11.2422
4428,-19.62
4429,25.41
4430,2.4
4431,78.228
4432,2.7
4433,4.2408
4434,2.08
4435,25.8984
4436,1.08
4437,-21.126
4438,60.0
4439,-13.44
4440,56.301
4441,714.0
4442,78.48
4443,57.06
4444,-5.757
4445,-224.875
4446,148.671
4447,48.69
4448,13.92
4449,12.2946
4450,34.08
4451,-76.08
4452,1.26
4453,9.27
4454,3.42
4455,-4.068
4456,5.94
4457,14.9946
4458,752.64
4459,0.66
4460,14.76
4461,7.68
4462,9.798
4463,-118.71
4464,15.6
4465,11.214
4466,1.72
4467,13.26
4468,22.92
4469,-24.84
4470,33.48
4471,-14.382
4472,89.28
4473,1.53
4474,12.0
4475,40.59
4476,7.0
4477,7.08
4478,-17.49
4479,-30.066
4480,706.56
4481,8.3328
4482,22.2
4483,19.305
4484,-29.3238
4485,10.9885
4486,-8.516
4487,1.26
4488,81.09
4489,-20.7
4490,18.0
4491,26.01
4492,31.428
4493,13.8915
4494,-4.5039
4495,32.7285
4496,21.15
4497,3.69
4498,21.42
4499,10.83
4500,-17.848
4501,3.9852
4502,10.0724
4503,3.0144
4504,63.24
4505,11.4
4506,2.5592
4507,9.9296
4508,-36.928
4509,15.6332
4510,-38.79
4511,-2.8752
4512,4.68
4513,206.199
4514,-1.428
4515,0.0
4516,35.1
4517,15.75
4518,1537.83
4519,59.493
4520,12.06
4521,206.37
4522,4.5
4523,132.59
4524,-5.52
4525,192.501
4526,7.14
4527,-127.44
4528,3.0498
4529,156.16
4530,-56.472
4531,15.0
4532,-251.1
4533,22.08
4534,-3.9
4535,6.462
4536,170.1
4537,628.5
4538,12.28
4539,-69.258
4540,-0.416
4541,312.66
4542,266.4
4543,31.941
4544,15.84
4545,222.72
4546,20.4
4547,24.45
4548,2.6964
4549,240.265
4550,-2.73
4551,40.8
4552,1.6762
4553,220.68
4554,9.45
4555,6.504
4556,21.5824
4557,2.5707
4558,78.72
4559,10.08
4560,13.26
4561,23.55
4562,-52.656
4563,22.05
4564,5.72
4565,3.1482
4566,13.68
4567,52.532
4568,19.6328
4569,65.2
4570,32.56
4571,16.98
4572,25.098
4573,15.327
4574,-14.784
4575,36.6
4576,18.0
4577,92.3936
4578,13.56
4579,86.25
4580,-15.486
4581,27.0
4582,17.2083
4583,18.756
4584,203.58
4585,-8.628
4586,-6.612
4587,18.892
4588,12.96
4589,-44.175
4590,2.34
4591,-1558.15
4592,-42.504
4593,1.392
4594,-19.504
4595,-64.35
4596,-5.487
4597,32.64
4598,10.86
4599,3.339
4600,316.92
4601,10.29
4602,-5.7645
4603,4.32
4604,8.44
4605,-53.072
4606,24.18
4607,4.62
4608,40.98
4609,-17.055
4610,-74.9027
4611,51.5385
4612,37.366
4613,-423.444
4614,21.0
4615,-1030.72
4616,-2.68
4617,-10.032
4618,5.8
4619,21.6
4620,16.398
4621,20.58
4622,29.664
4623,-44.838
4624,31.84
4625,-3.4272
4626,62.748
4627,5.9598
4628,0.0
4629,2.9322
4630,0.99
4631,19.35
4632,19.2384
4633,83.52
4634,-5.31
4635,140.64
4636,-8.152
4637,8.72
4638,52.688
4639,36.36
4640,245.04
4641,10.2
4642,118.875
4643,1.86
4644,-6.3
4645,13.77
4646,48.3855
4647,-202.438
4648,7.95
4649,-62.988
4650,305.4
4651,394.268
4652,22.14
4653,16.464
4654,52.65
4655,5.5662
4656,26.4
4657,12.69
4658,11.088
4659,-8.0988
4660,-134.064
4661,5.2528
4662,7.1864
4663,3.3524
4664,2.0358
4665,638.46
4666,3.3
4667,60.1
4668,2.322
4669,4.02
4670,64.956
4671,16.88
4672,244.02
4673,143.36
4674,-117.144
4675,284.5
4676,847.041
4677,24.42
4678,53.261
4679,316.2
4680,123.3
4681,0.0
4682,-15.12
4683,2.544
4684,-129.972
4685,-23.895
4686,3.9592
4687,29.495
4688,80.3404
4689,10.0878
4690,12.76
4691,63.606
4692,6.54
4693,0.0
4694,9.45
4695,27.36
4696,-771.18
4697,7.11
4698,-7.833
4699,40.5
4700,17.61
4701,-54.708
4702,356.613
4703,39.636
4704,27.06
4705,-18.981
4706,215.64
4707,115.68
4708,74.0925
4709,27.3
4710,8.7168
4711,-14.586
4712,1.521
4713,24.36
4714,174.42
4715,2.3997
4716,232.083
4717,62.43
4718,2.76
4719,10.626
4720,24.84
4721,6.291
4722,24.75
4723,24.6
4724,-1.788
4725,6.5472
4726,189.56
4727,15.28
4728,21.21
4729,0.72
4730,12.69
4731,25.11
4732,8.82
4733,22.38
4734,-7.656
4735,2.67
4736,70.08
4737,159.417
4738,7.77
4739,9.42
4740,36.88
4741,7.48
4742,79.875
4743,15.552
4744,-199.617
4745,22.41
4746,203.58
4747,9.6
4748,21.15
4749,57.36
4750,-69.246
4751,4.26
4752,5.8708
4753,6.7252
4754,7.506
4755,14.76
4756,13.77
4757,10.8784
4758,110.313
4759,-258.63
4760,52.9743
4761,-15.9252
4762,13.84
4763,71.7
4764,100.989
4765,18.12
4766,52.62
4767,1.89
4768,72.24
4769,-15.1767
4770,11.46
4771,30.471
4772,-1.17
4773,-176.58
4774,-49.29
4775,49.62
4776,77.22
4777,6.78
4778,0.8
4779,-6.195
4780,15.2208
4781,-24.36
4782,5.4
4783,-22.128
4784,14.79
4785,9.2664
4786,15.33
4787,-7.104
4788,-29.928
4789,5.7072
4790,7.47
4791,-5.072
4792,5.2312
4793,4.32
4794,10.92
4795,-102.832
4796,5.28
4797,-48.9
4798,-11.556
4799,61.389
4800,7.32
4801,-18.6096
4802,27.1503
4803,-76.9725
4804,23.92
4805,188.14
4806,-54.057
4807,37.176
4808,-11.952
4809,38.481
4810,87.76
4811,104.88
4812,10.02
4813,62.28
4814,140.686
4815,14.88
4816,6.6588
4817,-9.9
4818,6.852
4819,1.4952
4820,96.1643
4821,49.98
4822,-1.332
4823,-24.189
4824,109.08
4825,5.8812
4826,-2.82
4827,-2.16
4828,-77.8464
4829,18.3264
4830,-11.656
4831,37.2
4832,5.28
4833,51.4
4834,-0.348
4835,36.282
4836,11.97
4837,22.8
4838,30.499
4839,4.56
4840,74.34
4841,49.155
4842,26.895
4843,84.96
4844,1.6688
4845,50.16
4846,3.18
4847,-4.806
4848,-124.86
4849,0.0
4850,43.74
4851,-88.68
4852,3.87
4853,31.5192
4854,1.07
4855,6.68
4856,174.438
4857,3.4668
4858,6.57
4859,460.608
4860,-4.968
4861,19.665
4862,4.242
4863,43.92
4864,-4.212
4865,-6.615
4866,-88.935
4867,2.61
4868,33.96
4869,77.55
4870,3.42
4871,52.9173
4872,22.6068
4873,15.552
4874,15.48
4875,19.872
4876,20.04
4877,5.7
4878,-4.992
4879,59.13
4880,4.5
4881,106.44
4882,38.24
4883,2.73
4884,95.88
4885,41.58
4886,16.86
4887,8.49
4888,7.656
4889,-13.6312
4890,-23.9372
4891,2.88
4892,3.96
4893,19.68
4894,-8.988
4895,8.52
4896,8.61
4897,15.777
4898,-2.3688
4899,-16.08
4900,-1.755
4901,17.64
4902,314.642
4903,9.3312
4904,18.6
4905,6.81
4906,261.24
4907,2.9061
4908,2.85
4909,164.7
4910,18.96
4911,194.427
4912,105.28
4913,-6.705
4914,0.9612
4915,334.86
4916,7.44
4917,-82.04
4918,-1.744
4919,395.88
4920,7.245
4921,-27.3648
4922,7.9704
4923,62.46
4924,-8.145
4925,15.51
4926,89.55
4927,5.76
4928,116.0
4929,64.6817
4930,163.787
4931,3.3
4932,165.287
4933,3.976
4934,30.6
4935,46.9952
4936,22.32
4937,92.88
4938,4.8
4939,6.8
4940,-35.9058
4941,-57.588
4942,1.1988
4943,9.396
4944,3.96
4945,33.3
4946,11.52
4947,573.12
4948,0.0
4949,-106.938
4950,8.7
4951,751.8
4952,-8.19
4953,4.32
4954,349.56
4955,11.456
4956,6.812
4957,0.0
4958,-20.6328
4959,43.68
4960,-74.496
4961,13.5072
4962,-29.76
4963,-2.664
4964,6.3504
4965,4.02
4966,5.056
4967,43.24
4968,32.58
4969,30.96
4970,-17.1
4971,13.68
4972,13.3056
4973,15.3952
4974,-4.9164
4975,-10.17
4976,-52.404
4977,172.2
4978,59.24
4979,-1.7772
4980,4.8
4981,20.7
4982,-15.201
4983,32.64
4984,121.74
4985,-12.714
4986,7.95
4987,52.08
4988,3.9
4989,1.8048
4990,28.41
4991,21.9
4992,72.72
4993,34.29
4994,13.644
4995,-261.183
4996,1.5
4997,-22.404
4998,12.744
4999,24.84
5000,-389.159
5001,6.6
5002,160.8
5003,4.06
5004,-1.24
5005,3.24
5006,7.16
5007,35.985
5008,79.68
5009,57.358
5010,191.52
5011,3.546
5012,18.6
5013,8.16
5014,8.106
5015,-50.8308
5016,45.2
5017,8.82
5018,50.094
5019,-10.698
5020,-2.22
5021,1.5456
5022,15.75
5023,29.4
5024,3.904
5025,5.55
5026,49.5
5027,-5.0512
5028,12.78
5029,0.0
5030,203.28
5031,36.96
5032,-5.373
5033,-5.264
5034,8.58
5035,19.44
5036,78.3888
5037,0.42
5038,0.7665
5039,2.592
5040,35.1
5041,-30.654
5042,-191.619
5043,213.06
5044,-138.14
5045,-38.8212
5046,1.476
5047,5.32
5048,96.3438
5049,11.37
5050,21.7095
5051,24.33
5052,4.68
5053,8.048
5054,-4.2948
5055,-10.44
5056,9.3906
5057,12.69
5058,45.576
5059,21.12
5060,6.2208
5061,77.58
5062,16.17
5063,139.32
5064,6.033
5065,22.986
5066,-6.804
5067,0.0
5068,2.3025
5069,15.336
5070,-4.072
5071,24.48
5072,68.12
5073,20.88
5074,14.76
5075,11.88
5076,1.59
5077,-60.8361
5078,32.76
5079,44.73
5080,17.847
5081,12.96
5082,0.0
5083,7.884
5084,14.34
5085,85.26
5086,74.76
5087,9.7119
5088,-14.76
5089,11.4
5090,-153.36
5091,2.84
5092,6.36
5093,68.22
5094,58.72
5095,-35.3646
5096,4.266
5097,174.636
5098,83.592
5099,18.8937
5100,9.04
5101,33.6
5102,62.58
5103,1.0114
5104,51.12
5105,67.92
5106,-15.39
5107,-33.648
5108,8.12
5109,94.806
5110,239.82
5111,-121.425
5112,98.4
5113,1.3365
5114,225.264
5115,5.94
5116,58.968
5117,14.08
5118,-34.461
5119,6.4206
5120,674.73
5121,72.6408
5122,-60.92
5123,0.48
5124,-4.788
5125,15.599
5126,178.11
5127,21.32
5128,162.24
5129,276.534
5130,4.08
5131,6.2208
5132,8.73
5133,6.2937
5134,21.12
5135,-8.6916
5136,4.872
5137,37.32
5138,429.577
5139,34.72
5140,31.6
5141,104.4
5142,16.7
5143,4.41
5144,70.1955
5145,9.192
5146,26.1
5147,4.92
5148,58.14
5149,-7.2589
5150,13.92
5151,17.1
5152,19.775
5153,30.2384
5154,197.3
5155,-244.251
5156,20.943
5157,-15.342
5158,55.74
5159,-3.9624
5160,-24.5
5161,-120.051
5162,2.772
5163,3.69
5164,210.21
5165,-17.6895
5166,13.0707
5167,59.0
5168,-35.994
5169,56.475
5170,-1011.64
5171,126.48
5172,5.8605
5173,49.14
5174,-351.405
5175,103.6
5176,3.72
5177,0.3
5178,-2.16
5179,-26.352
5180,73.5448
5181,19.4656
5182,183.33
5183,-168.647
5184,56.16
5185,-16.725
5186,59.19
5187,-4.515
5188,3.1
5189,47.0298
5190,105.3
5191,19.2
5192,84.888
5193,19.76
5194,48.632
5195,97.12
5196,8.8
5197,35.694
5198,14.49
5199,2.37
5200,-10.035
5201,-29.328
5202,-209.296
5203,12.8256
5204,-0.972
5205,0.48
5206,5.7
5207,-241.296
5208,-3.075
5209,21.69
5210,-152.28
5211,116.4
5212,0.9144
5213,411.33
5214,6.723
5215,-56.328
5216,29.964
5217,6.0416
5218,4.92
5219,-15.435
5220,0.0
5221,3.96
5222,1.8
5223,12.78
5224,1.44
5225,93.0552
5226,9.68
5227,19.11
5228,77.7
5229,455.2
5230,-37.908
5231,3.6018
5232,5.2332
5233,11.1024
5234,60.66
5235,47.46
5236,67.99
5237,19.98
5238,101.214
5239,2.7
5240,-153.346
5241,79.23
5242,43.5981
5243,-1.8612
5244,33.7212
5245,71.46
5246,6.27
5247,15.2388
5248,6.2208
5249,15.93
5250,6.06
5251,3.7776
5252,0.9856
5253,-10.488
5254,77.0352
5255,12.3
5256,3.648
5257,23.31
5258,5.697
5259,3.6
5260,15.96
5261,24.33
5262,-13.32
5263,5.25
5264,7.049
5265,-75.8304
5266,12.691
5267,28.56
5268,23.4
5269,1.38
5270,1.44
5271,0.0
5272,9.48
5273,35.34
5274,-22.122
5275,19.7
5276,6.567
5277,-7.782
5278,2.3607
5279,0.0
5280,11.85
5281,-9.6
5282,8.25
5283,-13.312
5284,4.92
5285,2.424
5286,-1.856
5287,539.925
5288,3.21
5289,17.1
5290,6.24
5291,6.5892
5292,4.29
5293,228.079
5294,119.28
5295,60.744
5296,37.8
5297,53.07
5298,1.08
5299,-2.622
5300,-35.5136
5301,-938.28
5302,0.6258
5303,5.85
5304,251.693
5305,-6.774
5306,227.88
5307,-456.936
5308,12.48
5309,-2.836
5310,18.447
5311,-2.016
5312,93.12
5313,10.2245
5314,-0.009
5315,48.96
5316,5.3721
5317,-10.368
5318,95.2
5319,108.8
5320,2.211
5321,-36.1764
5322,-311.256
5323,4.2309
5324,0.0
5325,30.415
5326,5.837
5327,50.61
5328,1081.35
5329,0.45
5330,530.72
5331,6.04
5332,12.78
5333,56.925
5334,69.48
5335,12.06
5336,3.27
5337,17.8152
5338,0.93
5339,40.02
5340,24.24
5341,42.225
5342,-10.992
5343,10.422
5344,341.16
5345,69.986
5346,-4.8392
5347,7.64
5348,-3.8661
5349,26.88
5350,13.2
5351,63.6
5352,0.16
5353,0.0
5354,52.4895
5355,-33.6414
5356,-4.66
5357,8.2896
5358,-32.562
5359,1.3104
5360,-36.52
5361,17.505
5362,1.92
5363,232.8
5364,50.76
5365,13.5
5366,31.05
5367,106.53
5368,89.3142
5369,224.28
5370,22.53
5371,343.836
5372,90.72
5373,6.0
5374,16.44
5375,20.4201
5376,41.28
5377,1.9
5378,0.307
5379,21.6
5380,5.8203
5381,1.02
5382,3.8822
5383,93.54
5384,13.452
5385,185.16
5386,18.96
5387,5.334
5388,13.2
5389,-15.48
5390,-62.3862
5391,6.762
5392,0.0
5393,13.26
5394,-103.861
5395,-1.728
5396,26.46
5397,152.67
5398,84.12
5399,21.2856
5400,222.588
5401,-3.105
5402,-1.44
5403,150.54
5404,8.5
5405,-11.04
5406,337.26
5407,104.753
5408,0.0
5409,0.504
5410,58.29
5411,-4.5
5412,28.014
5413,8.64
5414,2.64
5415,2.8224
5416,19.44
5417,-9.76
5418,-18.0385
5419,-30.987
5420,17.19
5421,29.3284
5422,-26.688
5423,252.588
5424,40.32
5425,54.666
5426,31.0688
5427,2.97
5428,141.48
5429,-14.5656
5430,2.48
5431,-6.4232
5432,-14.998
5433,30.6
5434,14.3075
5435,-2.7588
5436,77.04
5437,5.4
5438,-14.28
5439,-135.028
5440,65.28
5441,-458.147
5442,-148.293
5443,8.7
5444,7.7679
5445,18.6
5446,-26.1225
5447,18.9
5448,-75.5958
5449,37.56
5450,68.418
5451,194.4
5452,189.036
5453,-11.631
5454,91.8
5455,1.86
5456,10.7
5457,77.04
5458,12.3144
5459,-103.32
5460,357.48
5461,44.16
5462,-9.48
5463,2.82
5464,2.97
5465,35.994
5466,283.95
5467,-13.68
5468,-28.992
5469,14.79
5470,23.82
5471,0.45
5472,182.13
5473,17.4
5474,8.6855
5475,0.864
5476,-114.264
5477,137.6
5478,40.86
5479,1007.98
5480,15.21
5481,3.24
5482,12.4416
5483,5.7
5484,11.82
5485,-6.0192
5486,20.43
5487,13.392
5488,-7.728
5489,-26.946
5490,5.16
5491,-1.3608
5492,2.079
5493,3.72
5494,-1.197
5495,-4.617
5496,19.98
5497,19.77
5498,40.4432
5499,-20.598
5500,-6.15
5501,-17.772
5502,47.52
5503,-341.341
5504,28.116
5505,-99.135
5506,732.72
5507,-8.37
5508,-9.204
5509,-117.924
5510,-6.696
5511,1.52
5512,35.04
5513,20.472
5514,8.4
5515,39.15
5516,3.528
5517,-2.676
5518,-50.652
5519,2.64
5520,-17.184
5521,337.14
5522,-24.64
5523,22.5008
5524,166.26
5525,13.0095
5526,25.872
5527,2.7
5528,16.1838
5529,-24.0468
5530,14.58
5531,11.04
5532,15.66
5533,14.9156
5534,20.296
5535,70.74
5536,1.14
5537,11.79
5538,4.56
5539,5.88
5540,209.34
5541,38.97
5542,279.252
5543,-52.26
5544,-29.136
5545,0.0
5546,1.11
5547,7.92
5548,19.2
5549,35.688
5550,79.28
5551,-8.3524
5552,2.784
5553,-27.0
5554,0.0
5555,85.5
5556,-5.796
5557,27.06
5558,-4.584
5559,5.49
5560,-1.902
5561,-20.7
5562,-113.76
5563,3.57
5564,15.36
5565,-2.628
5566,7.272
5567,107.85
5568,36.84
5569,41.85
5570,708.12
5571,6.54
5572,49.4282
5573,11.64
5574,4.7268
5575,95.64
5576,185.997
5577,64.92
5578,183.24
5579,18.0
5580,-29.628
5581,62.4
5582,1.04
5583,20.9592
5584,10.08
5585,1.38
5586,-0.0423
5587,8.2302
5588,1.3536
5589,19.2384
5590,17.52
5591,9.2178
5592,33.8598
5593,-17.152
5594,-125.275
5595,6.576
5596,44.0433
5597,34.9648
5598,-12.96
5599,4.74
5600,10.881
5601,8.922
5602,21.096
5603,6.216
5604,26.496
5605,127.476
5606,-63.36
5607,248.64
5608,15.0
5609,2.8
5610,-31.8612
5611,-0.08
5612,27.882
5613,-57.54
5614,9.3228
5615,66.36
5616,-41.73
5617,8.499
5618,6.549
5619,-274.68
5620,40.95
5621,24.64
5622,-0.9642
5623,151.061
5624,-3.094
5625,1.44
5626,-9.948
5627,11.4
5628,-131.82
5629,0.0
5630,8.37
5631,4.71
5632,63.84
5633,42.24
5634,125.16
5635,147.51
5636,43.68
5637,-40.08
5638,-19.386
5639,12.41
5640,-34.83
5641,1.8144
5642,60.392
5643,10.76
5644,27.36
5645,-271.236
5646,-95.934
5647,-91.3112
5648,5.04
5649,7.6
5650,-42.747
5651,23.76
5652,-22.2162
5653,-4.44
5654,25.011
5655,-188.7
5656,7.106
5657,14.52
5658,8.85
5659,6.8724
5660,11.85
5661,-61.97
5662,51.2757
5663,21.03
5664,11.76
5665,13.8915
5666,42.54
5667,45.7632
5668,-139.86
5669,-25.6368
5670,22.5
5671,-58.752
5672,51.48
5673,57.24
5674,38.145
5675,-13.206
5676,22.4196
5677,8.58
5678,24.3
5679,25.644
5680,79.68
5681,51.72
5682,0.2
5683,87.7578
5684,-890.178
5685,27.915
5686,4.1652
5687,-40.2948
5688,10.0772
5689,1.46
5690,39.55
5691,28.0876
5692,9.18
5693,-152.736
5694,0.48
5695,2.82
5696,602.85
5697,-15.3072
5698,-26.472
5699,109.008
5700,30.72
5701,-29.124
5702,5.625
5703,-276.012
5704,-15.264
5705,212.01
5706,73.02
5707,64.68
5708,6.48
5709,1.9224
5710,114.779
5711,2.16
5712,-22.8
5713,-25.088
5714,37.6
5715,53.196
5716,0.57
5717,25.38
5718,-4.568
5719,-436.08
5720,0.8856
5721,2.4192
5722,93.846
5723,1.176
5724,-189.456
5725,-9.216
5726,-152.312
5727,29.55
5728,27.0
5729,8.19
5730,24.3
5731,16.62
5732,10.0116
5733,12.6
5734,7.3834
5735,195.285
5736,10.56
5737,4.116
5738,3.9032
5739,-5.3844
5740,899.1
5741,5.4
5742,4.8
5743,-36.9936
5744,1.3416
5745,-14.528
5746,-161.112
5747,-7.665
5748,8.7
5749,11.36
5750,2.7956
5751,169.68
5752,8.82
5753,204.9
5754,23.4
5755,42.24
5756,246.852
5757,28.88
5758,-9.48
5759,4.11
5760,21.42
5761,64.02
5762,18.0
5763,20.52
5764,-43.524
5765,2.01
5766,8.22
5767,29.9
5768,-104.849
5769,187.68
5770,0.72
5771,-5.466
5772,59.6
5773,13.68
5774,-54.936
5775,26.4
5776,15.18
5777,-47.166
5778,-7.272
5779,32.9817
5780,-36.288
5781,185.85
5782,1.86
5783,19.77
5784,76.59
5785,-8.16
5786,10.74
5787,24.12
5788,26.28
5789,-2.476
5790,0.9
5791,9.0
5792,29.1
5793,6.96
